,_TxR.tif_fluor,_YFP.tif_fluor,_CFP.tif_fluor
0,5.034478076137317,10.72774978363467,0.0
1,3.181212703707844,0.0,0.0
2,0.06549109058435144,0.8023992708431145,0.0
3,0.0,0.0,0.0
4,4.440485477509171,0.0,0.0
5,0.0,13.400537062419687,0.0
6,0.0,0.0,0.0
7,2.341099471034825,0.0,0.0
8,0.0,0.3134518789024564,0.0033858838627481495
9,0.0,0.0,0.1333191770957084
10,0.0,0.657873554223419,0.0
11,0.5059964212821589,13.23536481485432,0.9937385121738496
12,0.0,0.8624619063214295,0.0
13,0.0,0.16798768360341226,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0016929419313740748
17,0.0,11.615550614298513,4.985621980182989
18,0.0,0.0,0.10707857715941023
19,5.517693387516855,10.400220724541983,0.0
20,0.012807473741699523,3.618773787568479,27.048059631392665
21,0.0,0.0,0.012273829002462043
22,2.796022410463411,3.578419204356486,0.7239166910897402
23,0.0,0.3303444951307325,0.0033858838627481495
24,0.01733425325385194,0.0,0.011427358036775005
25,0.0,4.683008609949873,16.603270370352988
26,0.0,1.0398343767183285,0.4526963527579741
27,0.018594758931016333,6.487703110337369,8.003438185199135
28,0.0,1.7465088222678784,2.766745555976279
29,0.015613709008379375,0.0,0.0
30,2.067008492036816,8.69125104944805,0.03004971928188983
31,0.0,2.6024013778338673,11.836681953312885
32,0.0,0.3453601540003113,0.0
33,1.5281193131206228,0.3350368885274759,2.2062161628068693
34,6.358662291926927,0.0,0.0
35,2.4540941441826787,0.0,0.0033858838627481495
36,0.0,6.045679652364145,14.13017663329918
37,0.0,6.1808205821903535,15.426896546560792
38,0.02645221767771992,25.146536213147666,0.24816320528816058
39,2.8314085771376756,2.1265926874040906,0.0
40,0.9703685529037944,2.96090023334506,2.010368543506714
41,0.0,0.0,0.5349144456860107
42,1.2450023774124073,1.2875927480663778,1.4299102795581942
43,8.128715888120817,4.76277929769451,0.0
44,1.4985940378066043,0.0,0.0
45,0.0,4.966429171113172,8.43390547433646
46,0.0,4.618253581074814,12.204031950878326
47,1.024662304735525,0.33972928192421925,1.2309343979935434
48,10.010549655642228,0.0,0.0
49,0.0,0.0,0.0
50,2.0411911275833616,5.1034470582980775,0.8138082273371572
51,2.2308374269827227,0.0,0.0
52,0.0,0.5142863162830722,0.0
53,0.0,0.31532883626115377,0.0
54,0.32276305952501383,5.4901002741897305,7.299082334033859
55,0.0012329033630659022,1.5925983188546962,0.008887945139713893
56,0.001978165843725142,0.0,0.035975016041699094
57,0.0,11.622119965053953,6.3136061145468245
58,2.007442698212274,0.0,0.16185996987354742
59,0.0,3.4939561232151055,0.3158808825431236
60,0.0,7.2976102106152725,23.535757170073428
61,1.9738598827257774,7.376442419680561,0.0033858838627481495
62,1.1969007447101048,6.3347310856035355,4.847739220489664
63,3.244780833076667,1.596352233572091,0.0
64,8.110755982414066,0.0,0.07575915142898985
65,2.3258905959665572,0.0,2.351661956563181
66,2.22235431578312,0.0,0.0
67,0.0,1.3026084069359567,0.0
68,0.043593254732882426,1.2078220603217407,0.0
69,0.025072101972795403,0.0,0.0
70,8.425035930739478,15.684794167954355,0.13138701510881406
71,1.9452178814629104,2.231702299491142,0.0
72,0.6019328643171452,5.559547696461532,1.199614972263123
73,0.0,1.1055278842727356,0.0
74,0.0,0.0,0.0
75,4.444377403797057,0.8577695129246862,0.7451152683173808
76,0.0,2.062776137208381,0.0
77,3.68774276972924,5.807306067809582,0.0
78,0.019192809069816956,0.0,0.01565971286521019
79,0.0,0.7873836119735358,0.932682193387989
80,6.627766452844475,0.0,0.4724596096524932
81,7.651931915926228,0.0,0.0
82,0.42768865618474183,9.296569797627944,13.237278575298483
83,0.0,3.6854057738022346,0.0
84,3.5313848611326586,0.0,0.41813825550666417
85,0.0,0.4439004153319218,0.0
86,0.0,0.9394171580280206,0.0
87,1.6717801572318989,11.078740809711071,0.0
88,0.02048091706107984,0.006569350755440704,0.0
89,1.3481798275125643,1.4067795403436592,0.0025394128970611125
90,0.8424042247431932,1.6554763903710572,3.1795473640905683
91,10.056332693960258,0.0,0.0
92,3.0893246000739696,4.358294986895232,0.3012332545281914
93,0.0,1.796248192273358,0.0
94,0.0,2.3781049734695348,0.0
95,0.0,18.313472948809984,0.0
96,0.0,3.916271528922008,11.688475928146724
97,0.0,0.0,0.0
98,0.0,2.059022222490986,25.43334265817371
99,2.142215597183836,16.993033446966404,0.0
100,9.613922803589654,0.0,0.0
101,0.0,0.0,0.0
102,4.675859610598364,0.0,0.5353928857970511
103,0.0,0.417623012310159,0.0
104,2.7907411676992333,0.0,0.0
105,6.09732358204242,0.0,3.2369417758726957
106,4.273003836330897,0.0,0.0
107,5.502604122476347,35.52141801334723,0.0
108,0.0,2.797604943138391,15.597239627633943
109,0.0,35.999103661135706,0.0
110,3.355604124182106,2.2335792568498394,0.0
111,2.320149314634071,3.7257603570142277,0.0
112,0.0,9.158613431763689,16.909748064559892
113,2.847923961739939,0.021585009625019455,0.43052249376552015
114,0.0017205442454725653,6.50084181184825,2.8476019347421233
115,0.0,2.431598258192409,14.619639268436345
116,6.599492482436255,3.5690344175629996,0.42168975325400326
117,6.785430870975052,0.0,0.4830588982663135
118,0.0,0.0,0.10229417604900524
119,9.485342023747519,0.0,0.34254471796226527
120,0.0,0.0,0.20313463022215666
121,0.0,0.0,0.0
122,8.858898304510914,0.0,0.0
123,9.20077136616345e-06,5.216064499819918,7.481165599370234
124,0.0,0.17924942775559635,0.0
125,0.0,1.7943712349146608,0.0
126,0.01413238481842706,1.2716386105174504,0.10496239974519264
127,0.011703381177759908,0.0,0.043666860903811736
128,0.0,0.6344115872397023,0.0
129,0.00010120848502779795,0.0,0.0
130,0.504984336431881,2.113453985893209,2.964322920293273
131,0.0,1.0079261016204737,0.017352654796584266
132,0.0,0.13326397246751143,0.0
133,8.236723743188211,7.055482711343315,0.2026193870256515
134,0.0,0.0,0.013543535450992598
135,0.0,2.108761592496466,0.0
136,0.0,8.615234276420809,1.3921135107859948
137,5.134941298684455,5.172894480569879,0.057983261149562065
138,0.05328166698145254,8.822638064556864,0.908594573951373
139,3.272465954117453,0.0,0.0
140,0.008998354396107855,1.0708041731368347,0.0
141,4.099109257510408,5.177586873966623,0.0
142,0.0,4.017627226291665,17.032578362298175
143,0.0,0.0,0.0
144,2.9917228174217074,2.8126206020079696,6.98196854812767
145,0.0036895093178315437,0.4138690975927643,0.0
146,0.0,0.0,0.0
147,0.0,2.2410870862846286,7.118029555090494
148,8.126986143103979,0.0,0.0012697064485305562
149,2.996148388448832,0.0,0.0
150,0.0,3.0256552622201185,0.1453537860426502
151,2.5270378595736225,5.647764692320307,0.0
152,7.724479998148426,6.162989487282728,0.0
153,5.615902421079284,0.0,0.11513845287616942
154,0.0,0.0028154360380460157,0.0
155,8.536438870440984,3.415123914149817,0.0
156,0.0,0.0,0.35222392943946923
157,0.1853035353145319,3.738899058525109,9.404899679693152
158,0.010700497098848093,2.38842823894237,0.0
159,0.0,0.0,0.06328290545647221
160,0.0,3.384154117731311,1.103356502230321
161,5.122566261196965,3.0219013475027237,0.25817364453454644
162,0.012513049057982293,17.924942775559632,3.8155230824625184
163,1.9794447509450386,0.25620467946218745,0.06626395537910917
164,0.0,0.0,0.31503441157743656
165,0.0,1.3195010231642328,20.29436222085951
166,0.0,0.19520356530452376,0.014390006416679636
167,0.0,0.0,0.0
168,0.0025578144397934393,2.5320154768827168,0.0
169,0.0,0.0,0.0
170,0.14798520665337295,11.699075216760544,11.587874694029093
171,0.6339239463572955,4.512205490308415,4.754020163353922
172,0.0,0.0,0.12958366392104603
173,0.0,3.005947209953796,6.623396086445547
174,6.991279728750227,0.0,0.15556664225909161
175,1.900658545736581,0.0,0.0
176,2.3718576497119095,4.688639482025965,0.0008464709656870374
177,0.0,0.0,0.020756940202064745
178,0.0,1.204068145604346,0.0
179,2.606725740375964,0.0,0.0
180,0.00546525819150109,1.2406688140989444,0.0
181,0.021805828137807376,1.32137798052293,0.0
182,0.0,0.0,0.0
183,0.0,0.0,0.0
184,2.1966749629001576,6.794585638484385,0.0
185,2.347632018704801,0.0,0.0
186,2.1394001611457902,1.782171012083128,0.0
187,0.0,0.0,0.0
188,1.660306795338293,19.526925881207816,0.0
189,2.4507634649481274,2.093745933626887,0.0008464709656870374
190,0.0,0.0,0.0
191,1.0432202605810768,0.0,0.0
192,4.26057359421521,0.0,0.00634853224265278
193,3.351942217178373,4.607930315601979,0.0
194,0.0,0.0,0.0
195,0.0,0.0,0.0
196,0.0,9.495527277649863,24.718534730736472
197,0.01146416112223966,0.0,0.0
198,7.611568131942868,8.234211932605248,0.0
199,0.0,3.9416104532644223,10.306391258149848
200,0.0,2.2795647121379243,0.1331719647538498
201,8.042596668133527,0.0,0.0
202,1.2237485955565697,1.069865694457486,3.1052419345374322
203,8.512581270288523,0.0,0.0
204,0.6212728857288208,19.983026519371272,2.2922617766232296
205,0.0,0.0,0.0
206,0.019956473093208523,0.2871744758806936,0.0
207,6.831710750946854,17.774786186863846,0.0
208,2.8694077628799306,0.0,0.0004232354828435187
209,0.0,1.570074830550328,0.0
210,0.0,3.005947209953796,7.521133750184847
211,0.0,0.0,0.0
212,2.8696469829354507,5.2526651683145165,0.0
213,1.8543234611365818,0.0,0.14305359320110933
214,0.0,9.783640232209905,6.619715777899082
215,0.0,0.0,0.0
216,0.004922412680897446,0.0,0.0
217,4.335633487020372,0.0,0.0
218,0.09336022705246053,0.0,0.0
219,0.0,1.129928329935801,0.0
220,0.0011500964207704313,0.3782069077775148,0.0
221,4.054310701728558,0.0,0.03816479962684599
222,2.4344873004013845,2.316165380632522,0.0
223,3.8161487349154175,0.0,0.0
224,0.00287984143760916,0.13795636586425478,0.0
225,3.1648813345329034,0.0,0.0
226,0.0,0.0,0.0
227,0.0,1.9698667479528624,17.269056587951304
228,0.0,0.7517214221582862,0.0
229,6.5508848073088135,1.0539115569085586,0.0
230,0.0,0.0,0.0
231,2.2611079647774,5.924615902728166,0.0
232,0.0,0.5677796010059465,0.0
233,0.0,0.20552683077735914,0.0
234,2.1291044979870533,2.514184381975092,0.9912543039049855
235,0.0,1.3448399475066468,0.0
236,6.2498999736075085,7.85788198218643,0.0
237,0.13179184904892527,4.155583592155919,3.75472438527491
238,0.0,0.0,0.0
